GEOID10,rpp_spots
110010046001005,43
110010046002000,99
110010046002001,12
110010046002002,7
110010046002003,59
110010046002004,8
110010046002005,23
110010046002006,121
110010046002007,16
110010046002008,42
110010046002009,34
110010046002010,13
110010046002011,8
110010046002012,7
110010046002013,9
110010046002014,55
110010046002015,86
110010046002016,24
110010046002017,9
110010046002018,17
110010047011000,27
110010047011001,23
110010047011002,9
110010047012000,28
110010047012001,14
110010047012002,8
110010047012003,29
110010047012004,46
110010047012006,23
110010047012007,32
110010047012008,8
110010047012009,53
110010047012010,35
110010047021003,6
110010047021005,8
110010047021006,4
110010047021007,27
110010047021008,21
110010047021009,12
110010047021010,3
110010047021011,32
110010047021012,11
110010048011000,23
110010048011001,26
110010048011002,35
110010048011003,12
110010048011004,21
110010048011005,20
110010048011006,37
110010048011007,29
110010048011008,14
110010048011009,22
110010048011010,38
110010048011011,53
110010048011012,50
110010048011013,52
110010048011014,85
110010048011015,58
110010048011016,57
110010048011017,61
110010048011018,50
110010048011019,5
110010048011020,35
110010048011021,35
110010048011022,43
110010048011023,43
110010048011024,4
110010048021000,51
110010048021001,81
110010048021002,40
110010048021003,10
110010048021005,17
110010048021006,56
110010048021007,83
110010048022000,51
110010048022001,56
110010048022002,90
110010048022003,55
110010048022004,57
110010048022005,62
110010048022006,36
110010048022007,23
110010049011000,29
110010049011001,44
110010049011002,38
110010049011003,40
110010049011004,60
110010049011005,25
110010049011006,15
110010049012000,41
110010049012001,43
110010049012002,40
110010049012003,68
110010049012004,32
110010049012005,59
110010049012006,38
110010049012007,13
110010049012008,51
110010049012009,45
110010049012010,49
110010049012011,48
110010049012012,5
110010049012013,48
110010049012014,45
110010049021000,33
110010049021001,24
110010049021002,20
110010049021003,19
110010049021004,34
110010049021005,53
110010049021006,25
110010049021007,14
110010049022000,28
110010049022001,13
110010049022002,28
110010049022004,62
110010049022005,18
110010049022006,14
110010049022007,45
110010049022008,17
110010049022009,8
110010049022011,79
110010049022012,13
110010049022013,55
110010050011000,16
110010050011001,41
110010050011002,16
110010050011003,55
110010050011004,5
110010050011005,53
110010050011006,24
110010050011007,33
110010050011008,32
110010050011009,21
110010050011010,47
110010050012000,31
110010050012001,53
110010050012002,54
110010050012003,55
110010050012004,57
110010050012005,29
110010050012006,9
110010050012007,1
110010050021000,64
110010050021001,37
110010050021002,35
110010050022000,18
110010050022001,55
110010050022002,54
110010050022003,23
110010050022004,15
110010050022005,38
110010050022006,73
110010050023000,21
110010050023001,10
110010050023002,1
110010050023004,45
110010050023005,47
110010050023006,56
110010050023007,68
110010050023008,8
110010050024000,27
110010050024001,18
110010050024002,22
110010050024003,30
110010050024004,4
110010052011000,39
110010052011001,31
110010052011002,35
110010052011003,4
110010052011004,4
110010052011005,4
110010052011006,4
110010052012000,80
110010052012001,52
110010052012002,55
110010052012003,58
110010052012004,40
110010052012005,44
110010052012006,33
110010052012007,4
110010052012008,10
110010052012009,10
110010052013000,9
110010052013001,22
110010052013002,3
110010052014000,39
110010052014001,61
110010052014002,66
110010052014003,69
110010052014004,51
110010052014005,36
110010053011000,59
110010053011001,59
110010053011002,54
110010053012000,30
110010053012001,82
110010053012002,22
110010053012003,2
110010053012004,85
110010053012005,15
110010053013000,25
110010053013001,68
110010053013002,6
110010053013003,17
110010053013005,1
110010053014000,48
110010053014001,29
110010053014002,18
110010053014003,25
110010053014004,18
110010053014005,43
110010055001000,5
110010055001001,34
110010055001002,35
110010055001003,22
110010055001004,24
110010055001005,28
110010055001008,19
110010055001009,2
110010055001010,23
110010055001011,2
110010055001013,16
110010055001014,4
110010055001015,26
110010055001016,14
110010055001017,32
110010055002001,6
110010055002002,11
110010055002003,1
110010055002004,14
110010055002005,34
110010055002006,6
110010055002007,1
110010055002008,1
110010055002009,1
110010055002010,20
110010055002011,14
110010055002012,7
110010055003000,32
110010055003001,29
110010055003002,23
110010055003003,21
110010055003004,26
110010055003005,39
110010055003006,42
110010055003007,28
110010055003008,32
110010055003009,38
110010055003010,23
110010055004000,58
110010055004001,59
110010055004002,48
110010055005000,6
110010055005001,34
110010055005002,39
110010055005003,50
110010055005004,7
110010056001000,7
110010056001001,52
110010056001002,62
110010056001003,8
110010056001004,13
110010056001005,21
110010056001006,14
110010056001007,40
110010056001008,55
110010056002000,47
110010056002001,5
110010056002002,7
110010056002005,29
110010056002006,2
110010056002007,6
110010056002008,9
110010056002012,6
110010056002015,2
110010056002016,4
110010056002017,42
110010056002018,14
110010056002019,5
110010056002023,1
110010056003000,7
110010056003001,8
110010056003002,7
110010056003003,6
110010056003004,5
110010056003005,13
110010056003006,2
110010056004000,12
110010056004001,58
110010056004002,7
110010056004003,48
110010056004004,43
110010056004005,11
110010056004006,3
110010058001000,3
110010058002000,6
110010058002002,13
110010058002003,11
110010058002005,14
110010059001007,21
110010059001008,22
110010059001009,2
110010059001010,26
110010059001013,1
110010059001015,15
110010062021000,16
110010062021003,16
110010062021047,7
110010062021123,29
110010062021139,38
110010062021142,18
110010064001000,31
110010064001001,56
110010064001002,27
110010064001003,30
110010064001004,40
110010064001005,13
110010064001006,118
110010064001007,54
110010064001008,58
110010064001009,68
110010064002000,20
110010064002001,32
110010064002002,38
110010064002003,48
110010064002004,67
110010064002005,24
110010064002006,6
110010064002007,42
110010064002008,39
110010064002009,67
110010064002010,38
110010064002011,11
110010064002012,16
110010064002013,2
110010064002018,1
110010064002024,9
110010064002033,31
110010065001000,84
110010065001001,45
110010065001002,17
110010065001003,4
110010065001004,55
110010065001005,61
110010065001006,45
110010065001007,45
110010065001008,55
110010065001009,49
110010065001010,38
110010065001011,15
110010065001012,7
110010065002000,56
110010065002001,46
110010065002002,47
110010065002003,56
110010065002004,40
110010065002005,23
110010065002006,58
110010065002007,47
110010065002008,12
110010065002009,19
110010065002010,13
110010065002011,6
110010065002012,55
110010065002013,64
110010065002014,48
110010065002015,44
110010065002016,24
110010065002017,24
110010065002018,59
110010065002019,48
110010065002022,6
110010065002023,24
110010066001000,53
110010066001001,76
110010066001002,49
110010066001003,49
110010066001004,45
110010066001005,13
110010066001006,6
110010066001007,29
110010066001008,48
110010066001009,47
110010066001010,78
110010066001011,42
110010066001012,15
110010066001013,3
110010066001014,39
110010066001015,48
110010066001016,62
110010066001017,5
110010066001018,36
110010066001019,11
110010066001020,47
110010066001021,26
110010066001022,4
110010066001023,17
110010066001024,12
110010067001000,54
110010067001001,79
110010067001002,55
110010067001003,42
110010067001004,97
110010067001005,19
110010067001006,61
110010067001007,17
110010067001008,59
110010067001009,48
110010067001010,25
110010067002000,9
110010067002001,58
110010067002002,74
110010067002003,29
110010067002004,45
110010067002005,32
110010067002006,58
110010067002007,61
110010067002008,31
110010067002009,44
110010067002010,50
110010067003000,34
110010067003001,43
110010067003002,53
110010067003003,35
110010067003004,10
110010067003005,40
110010067003006,62
110010067003007,64
110010067003008,64
110010067003009,66
110010067003010,35
110010067003011,55
110010067003012,49
110010067003013,49
110010068011000,68
110010068011001,67
110010068011002,65
110010068011003,65
110010068011004,54
110010068011005,58
110010068011006,62
110010068011007,42
110010068011008,47
110010068011009,51
110010068011010,2
110010068012000,59
110010068012001,44
110010068012002,58
110010068012003,58
110010068012004,63
110010068012005,49
110010068021000,59
110010068021001,71
110010068021002,40
110010068021003,53
110010068021004,73
110010068021005,63
110010068021006,61
110010068022000,59
110010068022001,62
110010068022002,62
110010068022003,63
110010068022004,60
110010068022005,52
110010068022006,37
110010068022007,44
110010068022008,20
110010068022009,36
110010068022010,75
110010068022011,5
110010068022012,15
110010068022013,55
110010068022014,47
110010068022015,56
110010068041002,6
110010068041005,8
110010068041006,10
110010068041007,4
110010068041011,120
110010068041012,33
110010068041014,40
110010068041015,60
110010068041016,28
110010068041017,20
110010068041024,89
110010069001000,43
110010069001001,59
110010069001002,49
110010069001003,53
110010069001004,183
110010069001005,56
110010069001006,40
110010069001007,32
110010069001008,17
110010069001009,34
110010069001010,60
110010069001011,71
110010069001012,31
110010069001013,17
110010069001014,40
110010069001015,75
110010069001016,47
110010069001017,88
110010069002000,62
110010069002001,47
110010069002002,50
110010069002003,69
110010069002004,38
110010069002005,43
110010069002006,72
110010069002007,33
110010069002008,41
110010069002009,14
110010069002011,33
110010070001000,70
110010070001001,47
110010070001002,41
110010070001003,60
110010070001004,58
110010070001005,63
110010070001006,47
110010070001007,32
110010070001008,48
110010070001009,44
110010070001010,42
110010070001011,56
110010070001012,28
110010070001013,10
110010070001015,11
110010070002000,5
110010070002001,14
110010070002002,7
110010070002003,13
110010070002004,10
110010070002005,4
110010070002006,32
110010070002007,23
110010070002008,39
110010070002009,33
110010070002010,51
110010070002011,48
110010070002012,47
110010070002013,37
110010070002014,59
110010070002015,62
110010070002016,76
110010070002017,79
110010070002018,20
110010070002019,10
110010070002021,7
110010071001000,3
110010071001001,23
110010071001006,13
110010071001007,84
110010071001008,73
110010071001009,46
110010071001018,4
110010071001032,11
110010071001033,3
110010071002000,78
110010071002001,61
110010071002002,18
110010071002003,88
110010071002004,99
110010071002005,71
110010071002006,25
110010071002007,84
110010071002008,43
110010071002009,54
110010071002010,44
110010071002011,63
110010071002012,43
110010071002013,53
110010072001005,1
110010072001006,15
110010072001007,1
110010072001014,16
110010072001015,16
110010072001016,33
110010072001017,2
110010072001018,8
110010072001019,13
110010072001020,25
110010072001021,38
110010072002003,36
110010072002004,18
110010072002005,38
110010072002006,5
110010072002007,4
110010072002008,1
110010072002010,17
110010072002011,41
110010072002012,14
110010072002013,12
110010072002014,13
110010072002017,6
110010072002018,23
110010072002019,16
110010072002020,54
110010072002021,29
110010072002022,16
110010072002039,10
110010072002040,11
110010072002057,24
110010073041003,2
110010073041004,14
110010073041012,45
110010073041013,53
110010073042000,64
110010073042001,26
110010073042002,30
110010073042004,16
110010073043000,6
110010074011015,66
110010074011017,19
110010074011018,1
110010074011019,88
110010074011021,28
110010074011022,8
110010074011030,18
110010074011032,20
110010074011033,92
110010074011034,21
110010074011035,77
110010074011036,20
110010074011037,77
110010074012000,14
110010074012002,14
110010074012003,31
110010074031000,13
110010074031004,43
110010074031005,14
110010074041004,10
110010074041008,17
110010074041009,26
110010074042006,10
110010074042007,14
110010074071005,9
110010074071006,54
110010074071007,55
110010074071009,26
110010074071011,14
110010074072000,13
110010074072001,18
110010074072002,20
110010074072003,8
110010074072006,26
110010074072008,48
110010074072009,33
110010074072010,5
110010074072011,18
110010074081000,7
110010074081003,14
110010074081004,27
110010074081005,33
110010074081006,29
110010074081007,28
110010074081008,5
110010074081009,48
110010074081010,29
110010074091001,7
110010074091002,6
110010074092001,15
110010074093005,15
110010075021000,77
110010075021001,6
110010075021003,68
110010075021004,60
110010075022001,20
110010075022002,7
110010075022005,19
110010075022007,1
110010075031000,11
110010075031001,11
110010075031002,17
110010075031006,29
110010075031007,27
110010075031009,30
110010075031010,48
110010075031011,32
110010075031013,26
110010075031014,13
110010075031015,10
110010075031016,40
110010075031017,17
110010075031018,15
110010075041000,11
110010075041001,22
110010075041002,24
110010075041004,61
110010076011001,19
110010076011004,37
110010076011005,35
110010076011006,26
110010076011007,9
110010076011008,1
110010076012000,32
110010076012001,12
110010076012002,17
110010076012003,10
110010076012006,11
110010076012007,11
110010076012008,9
110010076012010,9
110010076012011,11
110010076013000,6
110010076013001,10
110010076013002,17
110010076013003,39
110010076013004,35
110010076013005,11
110010076014000,59
110010076014001,31
110010076014002,47
110010076014003,24
110010076014004,23
110010076014005,8
110010076014006,42
110010076014007,23
110010076015015,53
110010076015016,15
110010076015017,53
110010076015018,45
110010076015019,70
110010076015020,55
110010076015021,33
110010076015022,54
110010076031000,151
110010076031001,56
110010076031002,72
110010076031003,65
110010076031004,71
110010076031005,36
110010076031006,34
110010076032000,32
110010076032005,18
110010076032007,14
110010076032009,38
110010076032010,28
110010076033005,34
110010076033006,28
110010076033010,13
110010076034000,9
110010076034001,9
110010076034002,31
110010076034003,87
110010076034004,19
110010076034005,79
110010076034008,67
110010076034009,41
110010076041000,22
110010076042000,9
110010076042001,36
110010076042003,14
110010076042004,14
110010076042005,38
110010076042006,47
110010076042007,21
110010076042008,14
110010076042009,39
110010076042029,50
110010076042031,24
110010076043000,80
110010076043002,15
110010076043003,49
110010076043006,17
110010076051004,9
110010076051005,20
110010076051008,9
110010076051009,35
110010076052002,4
110010076053002,10
110010076053003,37
110010076053004,29
110010076053005,17
110010077031000,20
110010077031002,33
110010077031003,34
110010077032000,69
110010077032001,21
110010077032002,44
110010077032003,12
110010077032004,13
110010077034000,18
110010077034001,9
110010077034002,11
110010077034003,16
110010077072007,15
110010077072008,23
110010077072009,12
110010077072013,11
110010077072014,12
110010077081000,67
110010077081003,17
110010077082000,12
110010077082001,18
110010077082002,3
110010077082005,95
110010077082013,9
110010077082014,9
110010077082020,26
110010077091011,5
110010077091016,9
110010077091017,5
110010077091023,18
110010077091029,41
110010077091030,50
110010077091031,23
110010077091032,8
110010077092002,3
110010077092003,1
110010077092004,39
110010077092005,56
110010077092006,9
110010077092008,6
110010077092010,11
110010077092011,38
110010077092012,46
110010077092013,29
110010077092015,20
110010078031000,8
110010078031001,3
110010078031004,55
110010078031005,18
110010078031006,63
110010078031007,63
110010078031008,92
110010078031009,107
110010078031010,78
110010078031011,3
110010078031012,7
110010078031013,139
110010078031014,19
110010078032006,35
110010078033000,34
110010078033001,39
110010078033002,48
110010078033003,48
110010078033004,30
110010078033005,46
110010078033006,17
110010078033007,32
110010078033008,65
110010078033009,63
110010078033010,42
110010078033011,20
110010078034000,49
110010078034001,8
110010078034002,51
110010078034003,80
110010078034004,89
110010078034005,97
110010078034006,71
110010078041000,19
110010078041001,16
110010078041002,25
110010078041004,19
110010078042008,37
110010078043002,36
110010078043003,60
110010078043004,38
110010078043005,25
110010078043009,20
110010078043010,5
110010078043011,24
110010078043012,38
110010078043013,62
110010078043014,22
110010078043015,9
110010078043016,10
110010078043017,4
110010078043018,10
110010078061000,23
110010078061001,28
110010078061002,36
110010078061006,18
110010078061007,33
110010078061008,18
110010078062000,79
110010078062001,10
110010078062002,54
110010078062003,25
110010078062004,50
110010078062005,48
110010078062006,47
110010078062007,47
110010078062008,48
110010078062009,34
110010078062010,32
110010078062011,20
110010078062016,47
110010078062017,28
110010078071013,20
110010078081015,12
110010078082000,23
110010078082007,49
110010078082008,52
110010078082009,63
110010078082010,49
110010078082011,39
110010078082012,6
110010078082014,35
110010078082015,25
110010078082016,34
110010078082018,5
110010078082019,35
110010078083010,13
110010078091003,11
110010078091004,11
110010078092007,12
110010078092008,12
110010079011000,49
110010079011001,26
110010079011002,46
110010079011003,76
110010079011004,38
110010079011005,39
110010079012000,60
110010079012001,57
110010079012002,54
110010079012003,55
110010079012004,56
110010079012005,56
110010079013000,31
110010079013001,41
110010079013002,31
110010079013003,44
110010079013004,37
110010079013005,37
110010079013006,31
110010079014000,25
110010079014001,37
110010079014002,60
110010079014003,49
110010079014004,52
110010079014005,43
110010079014006,9
110010079031000,83
110010079031001,66
110010079031002,68
110010079031003,75
110010079031004,5
110010079031005,27
110010079031006,29
110010079031007,57
110010079031008,36
110010079031009,31
110010079031010,31
110010079031011,59
110010079031012,47
110010079031013,40
110010079031014,39
110010079031015,54
110010079031016,60
110010079031017,49
110010079031018,15
110010080011000,9
110010080011001,65
110010080011002,54
110010080011003,49
110010080011004,5
110010080011005,48
110010080011006,35
110010080012000,47
110010080012001,41
110010080012002,60
110010080012003,62
110010080012004,25
110010080012005,25
110010080012006,24
110010080012007,25
110010080012008,17
110010080012009,87
110010080012010,54
110010080012011,56
110010080012012,77
110010080012013,20
110010080013000,40
110010080013001,46
110010080013002,47
110010080013003,55
110010080013004,57
110010080013005,44
110010080021000,53
110010080021001,52
110010080021002,53
110010080021003,54
110010080021004,57
110010080021005,52
110010080021006,43
110010080021007,14
110010080021008,67
110010080021009,15
110010080021010,49
110010080021011,67
110010080021012,59
110010080021013,59
110010080022000,88
110010080022001,47
110010080022002,58
110010080022003,16
110010080022004,32
110010080022005,30
110010080022006,60
110010080022007,60
110010080022008,71
110010080022009,61
110010080022010,61
110010080022011,58
110010080022012,73
110010080022013,57
110010080022014,78
110010080022015,51
110010080022016,45
110010080022017,48
110010080022018,20
110010080022019,37
110010080022020,17
110010080022021,13
110010080022022,30
110010080022023,7
110010081001000,37
110010081001001,18
110010081001002,3
110010081001003,45
110010081001004,45
110010081001005,58
110010081001006,24
110010081002000,54
110010081002001,50
110010081002002,50
110010081002003,56
110010081002004,65
110010081002005,64
110010081002006,59
110010081002007,44
110010081002008,42
110010081003000,45
110010081003001,56
110010081003002,39
110010081003003,33
110010081003004,34
110010081003005,2
110010081003006,42
110010081003007,11
110010081003008,50
110010081003009,29
110010081003010,33
110010082001000,42
110010082001001,5
110010082001002,68
110010082001003,79
110010082001004,81
110010082001005,53
110010082002000,25
110010082002001,39
110010082002002,1
110010082002003,64
110010082002004,86
110010082002005,20
110010082002006,46
110010082002007,22
110010082002008,34
110010082002009,46
110010082002010,47
110010082002011,46
110010082002012,48
110010082002013,58
110010082002014,50
110010082002015,30
110010082002016,24
110010082002017,56
110010082002018,47
110010082002019,49
110010083011000,36
110010083011001,35
110010083011002,44
110010083011003,28
110010083011004,70
110010083011005,73
110010083011006,66
110010083011007,61
110010083012000,47
110010083012001,52
110010083012002,61
110010083012003,59
110010083012004,36
110010083012005,55
110010083012006,27
110010083012007,29
110010083012008,51
110010083012009,27
110010083012010,25
110010083012011,11
110010083012012,2
110010083012013,12
110010083012014,17
110010083021000,40
110010083021001,44
110010083021002,67
110010083021003,65
110010083021004,68
110010083021005,61
110010083021006,51
110010083021007,57
110010083021008,66
110010083021009,64
110010083021010,11
110010083021011,61
110010083021013,60
110010083021014,56
110010083021015,55
110010083021016,54
110010083021017,73
110010083021018,6
110010084021000,54
110010084021001,30
110010084021002,19
110010084021003,23
110010084021004,26
110010084021005,71
110010084021006,103
110010084021007,54
110010084021008,41
110010084021009,74
110010084022000,34
110010084022001,41
110010084022002,66
110010084022003,63
110010084022004,50
110010084022005,53
110010084022006,48
110010084022007,49
110010084022008,44
110010084022009,47
110010084022010,11
110010084101001,20
110010084101002,51
110010084101003,42
110010084101004,3
110010084101005,36
110010084101006,32
110010084101007,24
110010084101008,10
110010084101009,27
110010084101010,28
110010084101011,55
110010084101012,50
110010084101013,51
110010084101014,53
110010084101015,29
110010084101016,34
110010084101017,33
110010084101018,31
110010084101019,34
110010084101020,22
110010087011000,148
110010087011001,25
110010087011002,18
110010087011003,21
110010087011004,15
110010087011005,10
110010087011006,54
110010087011007,51
110010087011008,29
110010087011009,61
110010087011010,9
110010087011011,35
110010087012000,48
110010087012001,51
110010087012002,47
110010087012003,23
110010087012004,68
110010087012005,21
110010087012006,45
110010087012007,50
110010087012008,43
110010087012009,29
110010087012010,30
110010087012011,42
110010087021002,32
110010087021003,59
110010087021004,52
110010087021005,55
110010087021006,58
110010087021007,38
110010087021009,23
110010087021010,6
110010087021011,32
110010087022000,28
110010087022001,15
110010087022002,21
110010087022003,46
110010087022004,38
110010087022005,15
110010087022007,23
110010088022003,13
110010088022004,26
110010088022005,26
110010088022006,13
110010088022007,21
110010088022008,21
110010088022009,13
110010088022010,26
110010088022011,26
110010088023000,102
110010088023001,43
110010088023002,59
110010088023003,99
110010088023004,80
110010088023005,24
110010088024000,78
110010088024001,29
110010088024002,6
110010088024003,39
110010088024004,77
110010088024005,31
110010088031006,29
110010088031008,21
110010088031009,57
110010088031010,9
110010088031012,19
110010088031013,30
110010088031014,67
110010088031016,40
110010088031018,14
110010088031023,20
110010088031024,19
110010088031029,9
110010088031030,9
110010088041002,50
110010088041003,33
110010088041005,8
110010088041006,7
110010088042001,37
110010088042002,13
110010088042004,86
110010088042005,17
110010088042006,8
110010088042007,16
110010088042010,8
110010088042011,8
110010088042012,54
110010088042013,13
110010088042014,7
110010088042015,8
110010088042016,7
110010089031001,18
110010089031002,24
110010089031004,11
110010089031005,7
110010089031006,6
110010089031007,28
110010089031008,41
110010089031009,40
110010089031010,52
110010089031011,40
110010089031012,26
110010089031013,8
110010089031016,3
110010089032002,27
110010089032003,33
110010089041001,14
110010089041002,33
110010089041003,31
110010089041004,35
110010089041005,14
110010089041006,23
110010089042000,27
110010089042002,6
110010089042005,12
110010089042006,26
110010089042007,23
110010089042008,28
110010089042009,13
110010090001010,10
110010090002004,12
110010091021002,9
110010091021006,9
110010091021012,19
110010091021013,18
110010091022000,22
110010091022001,32
110010091022002,40
110010091022003,115
110010091022004,77
110010091022005,66
110010091022006,51
110010091022007,44
110010091022008,79
110010091022009,73
110010091022010,46
110010091022011,33
110010091023002,42
110010091023003,29
110010091023004,30
110010092011003,12
110010092011004,145
110010092011006,10
110010092011009,12
110010092011010,48
110010092011011,34
110010092011012,21
110010092011013,12
110010092011014,73
110010092011015,22
110010092011016,12
110010092031000,7
110010092031001,48
110010092031002,49
110010092031004,15
110010092031005,78
110010092032000,38
110010092032001,19
110010092032003,20
110010092032004,42
110010092032005,14
110010092032006,87
110010092032007,39
110010092032008,25
110010092032009,46
110010092032010,40
110010092032011,57
110010092032012,34
110010092032013,38
110010092041001,64
110010092041002,46
110010092041003,30
110010092041004,26
110010092041005,20
110010092041006,45
110010092041007,19
110010092042001,17
110010092042002,22
110010093011005,16
110010093011006,16
110010093012000,65
110010093012001,44
110010093012002,12
110010093012007,17
110010093012008,46
110010093012009,54
110010093012010,38
110010093012011,29
110010093012012,35
110010093012013,12
110010093012014,25
110010093012015,44
110010093012016,41
110010093012017,51
110010093012019,47
110010093012020,48
110010093012021,38
110010093012022,30
110010093012024,26
110010093012025,32
110010093012026,35
110010093013004,21
110010093013005,27
110010093013007,21
110010093013009,11
110010093013012,14
110010093013013,16
110010093013014,9
110010093013018,8
110010093013023,8
110010093014000,21
110010093014001,66
110010093014002,66
110010093014003,33
110010093014004,21
110010093014005,37
110010093014006,12
110010093014007,41
110010093014008,33
110010093014009,37
110010093021001,67
110010093021002,67
110010093021003,37
110010093021004,23
110010093021005,45
110010093021006,67
110010093021009,68
110010093021010,51
110010093021011,25
110010093021012,60
110010093021013,63
110010093021014,34
110010093021017,63
110010094001013,36
110010094001014,47
110010094002001,15
110010094002002,25
110010094002013,23
110010094002014,34
110010094002016,57
110010094002017,47
110010094002018,84
110010094002019,39
110010094002020,34
110010094002025,20
110010094003009,14
110010094003020,12
110010094004003,8
110010094004004,50
110010094004005,24
110010094004013,26
110010094004014,5
110010094004015,40
110010095011000,70
110010095011001,100
110010095011002,16
110010095011003,28
110010095011004,18
110010095011005,64
110010095011006,76
110010095012000,41
110010095031003,20
110010095031004,32
110010095031005,28
110010095031006,9
110010095031008,23
110010095031013,16
110010095031014,59
110010095031015,14
110010095031016,23
110010095031017,20
110010095032000,20
110010095032001,31
110010095032002,50
110010095032003,27
110010095032009,24
110010095032014,20
110010095032015,14
110010095033000,36
110010095033001,5
110010095033002,34
110010095033003,5
110010095033004,14
110010095033005,5
110010095033006,1
110010095033007,3
110010095033008,44
110010095033011,6
110010095033017,49
110010095041000,8
110010095041001,4
110010095041002,46
110010095041003,55
110010095041004,50
110010095041005,59
110010095041006,42
110010095041009,56
110010095041010,84
110010095041011,54
110010095041012,33
110010095041014,50
110010095041015,16
110010095041017,23
110010095041018,60
110010095041019,112
110010095041020,60
110010095041021,7
110010095041023,3
110010095041024,18
110010095041025,3
110010095042001,152
110010095042002,63
110010095042004,64
110010095042010,33
110010095042012,31
110010095042013,16
110010095042015,4
110010095042016,44
110010095042017,8
110010095052002,10
110010095052004,25
110010095052006,14
110010095052010,48
110010095052011,54
110010095052013,18
110010095052016,16
110010095052017,10
110010095052022,11
110010095053002,10
110010095053003,8
110010095053004,14
110010095053006,22
110010095053007,28
110010095053008,69
110010095053009,25
110010095053014,40
110010095053017,23
110010095053019,15
110010095053020,16
110010095053021,17
110010095053022,30
110010095071000,49
110010095071002,26
110010095071003,83
110010095071004,33
110010095071005,31
110010095071007,28
110010095071008,47
110010095071009,113
110010095071010,49
110010095081000,27
110010095081002,1
110010095081004,51
110010095081005,52
110010095081006,31
110010095081007,86
110010095081008,59
110010095081009,31
110010095081011,104
110010095081012,108
110010095082000,25
110010095082001,20
110010095082002,13
110010095082005,127
110010095082006,30
110010095082007,72
110010095082008,57
110010095083001,35
110010095083002,90
110010095083003,69
110010095083004,79
110010095083005,52
110010095083007,108
110010095091001,30
110010095091002,62
110010095091003,82
110010095091004,65
110010095092000,36
110010095092001,13
110010095092002,12
110010095092005,24
110010095092010,28
110010095092012,24
110010095093000,62
110010095093001,17
110010095093002,83
110010095093003,99
110010095093004,45
110010096011011,6
110010096011012,149
110010096011013,19
110010096011026,17
110010096011027,18
110010096011033,41
110010096011036,437
110010096011037,334
110010096011038,64
110010096011039,44
110010096011040,163
110010096011041,24
110010096011042,36
110010096011043,47
110010096011047,61
110010096021014,113
110010096021015,96
110010096021016,11
110010096021020,100
110010096021021,13
110010096021022,5
110010096021028,15
110010096021029,206
110010096032002,40
110010096032003,41
110010096032004,66
110010096032005,32
110010096032006,8
110010096032007,13
110010096032008,11
110010096032009,39
110010096033001,33
110010096033004,15
110010096033005,56
110010096041008,71
110010096041009,73
110010096042001,53
110010096042003,43
110010096042004,21
110010096042005,40
110010096042006,16
110010096042007,16
110010096042010,110
110010096042011,58
110010097001012,28
110010097001014,12
110010097001015,39
110010098011004,34
110010098011005,56
110010098011013,21
110010098011014,30
110010098021001,59
110010098022002,23
110010098022003,24
110010098031002,24
110010098032006,48
110010098033004,16
110010098033005,11
110010098041001,17
110010098042000,31
110010098042001,16
110010098042003,20
110010098071010,12
110010098071011,23
110010098071014,12
110010098072006,14
110010098072007,46
110010098072008,62
110010098101000,15
110010098102000,20
110010098102003,6
110010098102005,7
110010098111000,15
110010098111001,80
110010098111003,15
110010098112002,80
110010098112003,29
110010098112005,17
110010098112006,15
110010098112007,29
110010098112008,26
110010099011000,5
110010099011010,10
110010099011011,25
110010099011012,72
110010099012002,42
110010099012005,32
110010099012007,9
110010099012008,11
110010099021010,11
110010099021016,5
110010099022000,10
110010099022001,7
110010099022002,9
110010099022004,34
110010099022005,41
110010099022007,71
110010099031000,160
110010099031001,54
110010099032000,30
110010099032001,50
110010099032002,20
110010099032003,20
110010099032004,40
110010099032005,64
110010099041007,36
110010099051007,7
110010099051008,7
110010099052004,14
110010099052007,14
110010099053000,7
110010099053003,7
110010099061000,74
110010099061001,100
110010099061002,54
110010099061003,83
110010099061004,74
110010099061005,100
110010099061006,82
110010099061007,94
110010099061008,41
110010099072004,32
110010099072005,30
110010101001000,26
110010101001001,4
110010101001002,1
110010101001003,7
110010101001005,11
110010101001006,13
110010101001025,4
110010101002000,18
110010101002001,19
110010102001012,2
110010102001016,35
110010102001018,83
110010102001019,56
110010102001020,51
110010102001021,47
110010102002023,4
110010102002024,6
110010102002038,70
110010102002039,106
110010102002040,38
110010102002041,9
110010102002042,48
110010102002043,45
110010102002044,10
110010103001000,42
110010103001001,25
110010103001002,16
110010103001003,34
110010103001004,18
110010103001005,21
110010103001006,33
110010103001009,45
110010103001010,53
110010103001011,17
110010103001012,60
110010103001013,56
110010103001014,61
110010103001015,74
110010103001016,63
110010103001017,47
110010103002001,26
110010103002002,54
110010103002003,46
110010103002004,72
110010103002005,79
110010103002006,76
110010103002007,54
110010103002008,28
110010103002009,56
110010103002010,5
110010103002011,1
110010103002012,70
110010103002013,67
110010103003000,53
110010103003001,106
110010103003002,58
110010103003003,61
110010103003004,75
110010103003005,68
110010103003006,36
110010103003007,53
110010103003008,40
110010103003009,17
110010103003010,62
110010103003011,82
110010103003012,83
110010104001005,21
110010104001008,15
110010104001010,23
110010104001011,13
110010104001012,40
110010104001013,16
110010104001014,2
110010104001015,48
110010104001016,41
110010104001021,24
110010104001024,14
110010104001025,23
110010104002020,40
110010104002027,28
